,Zip,PCI Change
27958,80487,-0.01839971258468487
26630,76901,0.03677661297195943
20978,61364,0.004390090937597993
697,02842,-0.0259970289109816
21868,63110,0.0021267707265200716
13266,41018,-0.007095273759312547
29149,85250,-0.02702176347436584
31103,94610,-0.01254260159507292
23213,67114,0.04895847154040069
2980,11726,0.0006510416666666666
27793,80002,-0.004658739208340121
20131,59106,0.02038099609823273
15679,47933,0.000216076058772688
27165,78238,0.03915846943097849
2364,08110,-0.011549477963596046
5896,18938,0.04639456006865933
25000,72501,0.04821472543708446
29716,88030,-0.03232682060390764
32839,99216,0.018803117706636136
1979,07020,0.028993391682800775
23581,68107,-0.024216524216524215
670,02806,0.07122608079376329
22907,66204,-0.03520677260053079
10913,33611,0.06691328199708088
25218,73010,0.036456587328193096
31301,95336,-0.024135540341450733
28987,84660,-0.0063495314660248865
21867,63109,0.05183247743293675
14223,44112,0.025256730502359145
9893,30620,0.038536326674916035
2211,07834,0.010010266940451745
29776,88260,0.06445802859949787
20473,60088,0.03340020604023207
14362,44471,-0.0014406256431364478
2179,07734,0.016749960955801967
21877,63119,0.0331045312935336
18546,55330,-0.0022341229424713343
12071,37341,0.033823529411764704
5453,17566,-0.018149661009811767
29150,85251,0.04638501742160279
23751,68522,0.01879100281162137
26279,76031,-0.009597492899813926
5992,19114,0.001962743558632503
11073,34104,-0.027624947097072063
10426,32348,0.006516916250693289
26770,77345,0.019541080680977055
9077,28715,-0.04345006485084306
20526,60160,-0.022236123748862604
6269,20152,-0.00045927101164878293
30173,90807,-0.03427115294607104
13021,40065,0.029414171166748486
6393,20735,0.004365345869711216
11226,34761,0.009017097353423374
8876,28409,0.012700683124121433
30305,91773,0.017930714327163002
15397,47172,0.011598077826354013
26758,77320,-0.05178775925690291
30855,93614,-0.05151128139633887
28127,81007,0.009285880798818867
28882,84302,0.016517422168607618
27732,79763,0.04958991907012112
30307,91776,-0.0054456597626250875
29049,84770,0.020734719077999588
20591,60439,-0.011293788416370996
5869,18840,0.033300033300033303
10528,32615,-0.10380135270541083
15071,46231,-0.008993115318416523
21777,62966,0.0026996305768684286
20488,60108,-0.018056374874964733
15573,47586,0.00845337703786768
29493,87031,-0.059888927803072
12082,37355,-0.016522737483152798
32386,98223,-0.014535684761642326
25959,75165,-0.02255609756097561
27273,78559,0.0482257843540211
27645,79424,0.0015432098765432098
10755,33167,-0.0008956869229709247
20454,60060,-0.031021638374704997
16388,49331,0.014714678789328866
11863,36830,0.018835042563174476
27001,77904,-0.03733173795991624
31100,94607,0.0019506121601992115
24154,70117,0.045690376569037655
31008,94306,0.00011345770458855374
26015,75254,0.06698284623202241
8484,27526,0.010074095703909188
9505,29803,0.0195391220537983
26757,77318,0.09419083501270481
4362,15017,0.035522679239148106
51,00717,-0.02114414511108726
29539,87122,-0.04867646794191215
118,00961,0.013421069776532674
12333,38103,-0.04487523909819682
9996,31008,0.03988892806770099
21902,63146,0.018169151456040127
17739,53142,-0.05419100797211374
32632,98642,0.01222893500277267
29858,89030,-0.002390506275078972
29876,89081,-0.04626053370786517
13079,40219,0.00990990990990991
12268,37914,-0.07884106421507174
31479,95632,0.014316987740805604
15167,46545,0.014067162411784209
14246,44135,0.027102471704816524
11037,33928,-0.029437891723831613
15794,48104,0.00703652739554666
337,01604,0.013567050381222903
24289,70578,0.05939493524067272
22925,66223,-0.014105960264900663
15664,47909,0.0405399809515922
9339,29464,0.025438226762204648
15042,46173,0.034420289855072464
28787,84020,0.025447574286509383
6285,20190,0.04304218353216289
26495,76549,0.020838693079495756
32360,98136,-0.020013721454474175
6524,21113,0.011417349804763319
32856,99336,0.0067724278690045455
9358,29501,-0.04315460514765266
2359,08105,0.026131156930126003
5044,16508,0.011194366705786765
9945,30736,0.001153451811346548
14734,45409,-0.014783856278460484
8804,28304,-0.004328609832778968
15760,48060,0.01754292417617575
13243,40965,-0.0008378718056137411
30246,91384,-0.026902821106303043
9161,29036,0.02932608817433197
30972,94085,-0.015658631080499353
31860,96826,-0.002580557536246647
16393,49337,0.0009450945094509451
29642,87701,-0.03811083811083811
26697,77045,0.0063081009296148734
20901,61244,0.005886649765823057
29103,85086,0.012308363455066683
8781,28208,-0.03982512466698545
10330,32127,-0.07431211086563567
124,00971,0.05962016187194487
10484,32505,-0.02545758063554522
127,00982,0.05656162744315915
10938,33707,-0.04285012568984946
30208,91208,-0.09590949023977373
15194,46628,0.03539645029916034
12534,38614,0.002341198940299427
32545,98513,0.0010978454782489364
26660,77008,0.09383814956434526
10000,31014,0.07956989247311828
25976,75208,0.17269736842105263
14649,45251,-0.024458191650620673
14041,43725,0.02625770256598915
32536,98466,0.011076738848418321
10884,33556,0.04340494171126916
30789,93446,0.04868721277758139
30201,91201,0.039181065287762225
31014,94502,0.039739027283511266
9280,29349,0.02227733542183353
17788,53220,-0.02615442846328539
30156,90720,-0.0038271894810988495
1681,06002,0.02308579279212973
2963,11704,-0.003110175614966542
408,01905,0.018027679893774576
21849,63074,0.06566940912490651
6870,22508,0.0007114273010226768
15212,46733,0.015927853553481693
4175,14564,0.010113970865725715
10757,33169,0.012364926616848557
31226,95138,-0.09248875043267567
26800,77384,-0.024996512114588663
15785,48092,0.01180632512147302
10769,33182,-0.03201125670565474
24477,71129,0.006468721121780706
2768,10940,0.010365063638442192
10421,32340,0.05478782802903406
25612,74133,0.0006448587173173878
30431,92225,-0.018552200800291015
13865,43212,0.04075068449453734
14456,44708,-0.02193344850897619
8843,28360,-0.022195137597023542
9430,29630,0.03561853695901953
9312,29418,-0.007163748887287525
22168,64012,-0.0030130034887408817
19362,57069,0.028116313876416506
2709,10570,-0.0617445175263971
13083,40228,0.027637122646979245
6555,21208,-0.04243776523603272
13781,43040,0.024544012688342585
25619,74301,-0.007521917310784873
30587,92620,-0.0035612695141890834
15813,48134,-0.006143649700264363
392,01852,0.0023494312884579528
24108,70006,0.01626990923103271
5238,17022,0.013259339267756713
6425,20785,0.0004988775255674732
29408,86323,-0.009636070276084619
26748,77098,0.10629791119016511
22906,66203,-0.02288076170793815
15923,48334,0.05244507441530829
8083,26041,-0.03159971169530746
5660,18102,0.029063250600480383
22245,64124,0.05413784879561173
25303,73115,0.010956438892711586
30182,91006,-0.01514663229133097
13816,43110,0.011028478142572103
24479,71202,-0.02228717573986116
13872,43221,-0.03815576765507009
13052,40160,0.021069253327317843
15925,48336,0.030243397203521493
15825,48152,-0.0064742061740384335
22486,64870,0.02410998255873602
4190,14606,0.015330432981147711
8455,27405,-0.013255799412242857
30380,92082,-0.0159479830492026
28405,82604,-0.012214278844612573
6986,22902,0.033695990052844266
31038,94531,-0.038977702257516386
10914,33612,-0.01683262209577999
30370,92064,0.017597378041094163
18652,55449,0.04110501358623262
28271,81503,-0.007282483710233806
24433,71037,0.08259315225002764
8783,28210,0.02553709907925872
26862,77478,-0.006128725858247772
14290,44266,-0.0014803849000740192
11124,34241,-0.06035709030264384
9564,29936,-0.00852447983848354
1892,06614,0.0007504168982768205
21250,61938,0.022052015823583872
32286,98003,-0.04107279078170795
5630,18055,-0.03518809474401921
2313,08053,0.011809393946772506
30194,91101,-0.011201216421692854
2310,08050,0.03486737276220827
31345,95407,-0.02143030303030303
2012,07062,-0.03482792232136163
32658,98801,-0.0031027350034474833
30016,90007,-0.003966465338501758
2628,10302,0.04387213666364695
6835,22305,0.02575204077030623
21255,61944,-0.024057672502574665
9735,30291,-0.047938036424534224
6495,21046,-0.005344418052256532
16014,48505,-0.005606478597490434
21092,61550,-0.007741935483870968
13143,40444,0.11384132130914987
30150,90710,-0.004001280409731114
30616,92688,0.010312657589510842
13160,40504,-0.05261439432809366
8236,26505,0.04613744305515169
23584,68111,-0.00762368207623682
30325,91915,-0.005833996287456908
2369,08205,-0.04607402282947077
19066,56345,0.013388520505131563
17653,53012,0.0023693455704131374
6254,20121,-0.012240184757505773
30607,92663,-0.05315442776078986
2644,10455,0.04672657252888318
10867,33513,0.02248080906543195
8994,28607,-0.0007936927879781999
30222,91325,0.012654034715781104
30167,90755,-0.0004964472990164137
23588,68116,-0.0024598272773455254
5798,18509,-0.05063864853728883
32641,98660,-0.013981713067366435
2149,07661,0.07562380038387716
343,01610,0.012037771210264543
31005,94303,0.015696533682145193
7154,23323,-0.012287887653598596
27316,78611,-0.023635528458679583
32841,99218,-0.03306008467705612
9746,30308,-0.01960556304944416
6021,19144,0.009976057462090982
11029,33914,-0.006171233131343172
20641,60504,-0.0014732844421162913
15783,48089,-0.030706904650070456
10870,33523,0.026172417476765304
2740,10710,0.017053002575572726
30025,90017,0.021816881258941344
11202,34690,-0.012435563586118935
351,01721,0.008493223024115473
10326,32117,-0.03858695652173913
26297,76058,0.08817549997636046
33027,99712,0.03841187045805586
4467,15219,0.03535512256442489
14013,43605,0.03735377168212989
88,00794,0.042093123828744416
23010,66606,0.04264060630235341
5271,17057,0.03146067415730337
31316,95360,-0.09464508094645081
6085,19460,0.006956150138885592
7589,24572,0.015065164568146676
2297,08034,0.015431553997831514
26266,76011,0.032532532532532535
6272,20164,-0.009276829011174362
4454,15206,-0.009641824090276042
9504,29801,0.004169721407624633
9774,30344,-0.05853896897141461
12292,38016,0.046444667000500754
11003,33860,0.04794882639035737
12950,39773,-0.03568502969485972
1994,07036,0.01254864874695377
25517,73942,-0.0005663994423143953
25595,74107,0.003843788437884379
18645,55442,-0.022318011521572735
28840,84078,0.001995510102269893
28822,84057,-0.009877073380213645
14270,44224,0.008605745418524022
2066,07310,-0.024723163198496968
564,02478,0.008831979569396659
3978,14020,0.013783653071094632
17728,53121,0.0059721044925637665
350,01720,0.01270839287415452
15862,48201,0.11040140271776568
12273,37919,0.005211994860730649
13138,40422,-0.031226580064951288
9134,28791,0.003971459343026387
29326,85739,-0.00529559319934347
30935,93940,-0.004022943756650834
15018,46142,-0.034120816174876924
21116,61611,-0.013033549973651854
4807,15902,-0.002743714653676018
13084,40229,0.004337503424344809
26901,77541,-0.012437166398922112
30727,93250,-0.005836575875486381
10860,33487,-0.03157098495103113
6841,22311,-0.08447320684414375
6561,21214,-0.04703538627768774
27117,78148,0.003141916190331983
21863,63105,-0.05863833136560409
6449,20866,-0.017377645914881945
11758,36532,-0.010636295180722892
25864,75013,0.027963821047732745
22960,66441,-0.025114854517611026
30308,91780,0.03294830524521871
8874,28403,-0.022492401215805473
15149,46514,-0.07793269820501288
31078,94579,0.028092180947786396
9862,30549,0.013867179672157429
25649,74401,0.055150884495317375
10121,31513,0.007621873241598035
3022,11783,0.02283047426841574
31210,95121,0.006702514389578916
20580,60426,-0.013505869042568236
14276,44236,-0.017220049485194348
6471,20912,0.03554192925679896
30249,91401,0.0017751479289940828
5513,17821,0.02970527576342226
29249,85541,-0.022503632966576707
8454,27403,0.04994150994330964
3011,11768,0.0007431218028480575
27188,78264,-0.04597540525433203
14380,44512,0.011333638379500898
13881,43232,-0.009117585411863341
4423,15102,0.019868338744749935
9762,30328,-0.005684132927231459
28167,81082,0.015967153284671534
27831,80112,-0.02210531069364162
18509,55123,0.037232798540623974
27139,78212,-0.002277080999024108
31002,94134,0.047784608861564555
22269,64155,-0.014562188741095631
14183,44053,0.04300900093674907
1680,06001,0.04223335719398712
8824,28334,-0.028398259934503154
28854,84096,0.061050170832584065
25971,75203,-0.009139824574334782
11025,33908,-0.000740616862173591
8483,27525,0.01952761763064906
14816,45690,0.06909176249706642
12636,38843,-0.055752660922453116
31559,95776,0.014200714002380007
8237,26508,0.07088632554471064
31086,94589,0.022172949002217297
6000,19123,0.03986471675069677
17267,51501,0.011976047904191617
27147,78220,0.007566650166183438
29239,85396,-0.04508144158009491
279,01453,0.00906655676900886
10235,31791,-0.014837108611859127
14758,45503,0.028046629672645932
25600,74115,0.026506716471517852
4869,16046,0.001369201030927835
6276,20170,0.03298666340389086
11927,37043,-0.01283534601200376
8823,28333,0.02622319956019791
3682,13209,-0.02057892356399819
544,02421,0.006547302827113874
3058,11951,0.019303083479568814
6552,21205,0.029016614993242706
11474,35633,0.07985197735075127
25923,75110,-0.02339270310042117
24758,72012,0.00816326530612245
10369,32209,-0.0721573266301937
27994,80550,0.06773248718574566
26700,77048,0.0074430321768006414
27811,80023,-0.0094846664558963
10113,31410,0.059682804674457426
10393,32257,0.004779967311191291
13792,43064,0.02439732791170491
20484,60103,-0.005017765602538718
739,02915,0.024178756044689012
3003,11757,-0.004121004914679935
10441,32408,-0.07432412247946228
8710,28043,-0.019170648262844335
27974,80521,0.05641105407787629
17896,53718,-0.019933647439292983
31994,97230,-0.004464088397790055
10962,33773,-0.025537585995749738
14269,44223,-0.028749961523070768
23741,68506,0.012370272788612923
18626,55422,0.0195454808303938
28861,84105,0.069435697191082
15832,48162,-0.02234373156052083
10122,31516,0.07671616096406284
15884,48224,-0.006832797427652733
12073,37343,-0.022222222222222223
1799,06355,0.035440836497062506
28584,83401,-0.02761718190071193
15943,48375,-0.025057881535790083
15607,47710,0.0068830340049229645
1968,07006,0.02588360959047819
15966,48423,-0.016962843295638127
1893,06615,0.0344469041389951
27168,78242,0.006637902422834384
15331,47006,0.02013375322883125
17879,53590,0.024020822227100252
52,00718,0.09617950272892663
9471,29687,-0.01288404360753221
11802,36605,-0.023570933383752442
18428,55014,0.029047697639874567
27693,79601,-0.06283300844704354
14414,44646,0.00299200818865399
32356,98125,0.005283273381294964
21803,63011,0.014391550282825249
15155,46530,0.034789084525772646
24234,70461,-0.030345211581291758
9636,30106,-0.05745457399631098
6022,19145,0.05009175221941179
4469,15221,0.029822589708597576
20459,60068,0.023254191568030137
31999,97239,0.039587256748273694
30192,91042,-0.0390909740584578
31565,95818,6.872852233676975e-05
6787,22026,0.0008764537333558065
14587,45152,0.06086748959967265
27795,80004,0.0034146644316135843
28103,80915,0.00504313758179469
30635,92808,0.044907478712402915
9231,29161,0.05448699546420164
8987,28590,0.03586619566001009
14754,45449,-0.035497688621230754
30725,93247,-0.0163412870571222
15919,48327,0.016564371810988687
1532,05452,0.030682697458484613
27826,80107,0.013365127027583974
9763,30329,0.01736030122288494
20666,60538,0.010409684160719215
7352,24017,-0.011015490533562823
22576,65270,-0.013658026269905846
14484,44833,-0.010065530799475754
27075,78061,-0.05571643692806672
26972,77803,-0.04135820045558086
17724,53115,-0.024057328101006654
4421,15090,0.04250892890018042
21288,62035,0.02356489111757899
20862,61072,0.04778730703259005
26330,76114,-0.0034287673581347507
10662,32966,-0.056604373251970506
6111,19525,0.0199783041041403
9800,30439,0.038003239241092085
12758,39157,-0.017146946302259655
26718,77067,-0.0004028197381671702
2013,07063,-0.056273302696609726
16839,50208,0.04223313744408385
12338,38108,0.0710595574617409
29174,85302,-0.07691285277568562
4484,15238,0.03752820747620761
7286,23860,0.024757695977502134
6246,20110,-0.0002029152152592242
28806,84040,0.03137254901960784
8448,27370,-0.013803425910527191
12707,39042,0.016468404043182287
4431,15122,0.04049597678406543
27428,78840,0.018715051922857467
20551,60194,0.038446209032099825
9575,30009,-0.0505698938818289
31580,95833,0.01775170615750326
15223,46750,0.02746101931580172
9599,30045,-0.026055017790871177
11511,35757,-0.052731788079470196
30500,92344,-0.02422334747502395
17748,53154,0.013445007714348688
26760,77327,0.006491164803461955
30969,94070,-0.04103167187550343
6229,20016,-0.023795390610886005
16885,50263,0.014472922477764329
24162,70126,-0.03650538299715382
25983,75216,-0.06384722563724285
1865,06482,-0.01654994163748541
29975,89460,-0.044913917729005125
27963,80503,-0.0007127092146404267
30859,93619,0.005996397421312097
